"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","13","0","0.96","1.5","1.77"
"LinReg MS","13","0","0.88","1.5","1.77"
"DataSplitting","13","0","0.96","1.5","1.77"
"MultipleDataSplitting","13","0","0.88","1.5","1.77"
"Knockoff","13","0","1","1.5","1.77"
"BH","13","0","0.96","1.5","1.77"
