"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","13","0","0.88","1.49","1.6"
"LinReg MS","13","0","0.84","1.49","1.6"
"DataSplitting","13","0","0.88","1.49","1.6"
"MultipleDataSplitting","13","0","0.8","1.49","1.6"
"Knockoff","13","0.0740740740740741","1","1.49","1.6"
"BH","13","0","0.92","1.49","1.6"
