"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0","1","1.5","1.71"
"LinReg MS","10","0","0.92","1.5","1.71"
"DataSplitting","10","0","1","1.5","1.71"
"MultipleDataSplitting","10","0","0.92","1.5","1.71"
"Knockoff","10","0.264705882352941","1","1.5","1.71"
"BH","10","0","1","1.5","1.71"
