"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","1","1.5","1.73"
"LinReg MS","7","0","0.96","1.5","1.73"
"DataSplitting","7","0","1","1.5","1.73"
"MultipleDataSplitting","7","0","0.92","1.5","1.73"
"Knockoff","7","0","1","1.5","1.73"
"BH","7","0","1","1.5","1.73"
