"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","0.92","1.5","1.65"
"LinReg MS","7","0","0.84","1.5","1.65"
"DataSplitting","7","0","0.92","1.5","1.65"
"MultipleDataSplitting","7","0","0.84","1.5","1.65"
"Knockoff","7","0.0740740740740741","1","1.5","1.65"
"BH","7","0","0.92","1.5","1.65"
