"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","0.96","1.5","1.68"
"LinReg MS","7","0","0.88","1.5","1.68"
"DataSplitting","7","0","0.96","1.5","1.68"
"MultipleDataSplitting","7","0","0.88","1.5","1.68"
"Knockoff","7","0.172413793103448","0.96","1.5","1.68"
"BH","7","0","0.96","1.5","1.68"
