"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","0.92","1.5","1.71"
"LinReg MS","7","0","0.92","1.5","1.71"
"DataSplitting","7","0","0.96","1.5","1.71"
"MultipleDataSplitting","7","0","0.88","1.5","1.71"
"Knockoff","7","0.166666666666667","1","1.5","1.71"
"BH","7","0","0.96","1.5","1.71"
