"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","8","0","0.96","1.5","1.66"
"LinReg MS","8","0","0.88","1.5","1.66"
"DataSplitting","8","0","0.96","1.5","1.66"
"MultipleDataSplitting","8","0","0.88","1.5","1.66"
"Knockoff","8","0.137931034482759","1","1.5","1.66"
"BH","8","0","0.96","1.5","1.66"
