"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0","1","1.49","1.63"
"LinReg MS","10","0","0.92","1.49","1.63"
"DataSplitting","10","0","1","1.49","1.63"
"MultipleDataSplitting","10","0","0.92","1.49","1.63"
"Knockoff","10","0.166666666666667","1","1.49","1.63"
"BH","10","0","1","1.49","1.63"
