"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","11","0","1","1.5","1.63"
"LinReg MS","11","0","0.92","1.5","1.63"
"DataSplitting","11","0","1","1.5","1.63"
"MultipleDataSplitting","11","0","0.92","1.5","1.63"
"Knockoff","11","0.0384615384615385","1","1.5","1.63"
"BH","11","0","1","1.5","1.63"
