"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","12","0","1","1.49","1.63"
"LinReg MS","12","0","0.92","1.49","1.63"
"DataSplitting","12","0","1","1.49","1.63"
"MultipleDataSplitting","12","0","0.92","1.49","1.63"
"Knockoff","12","0.166666666666667","1","1.49","1.63"
"BH","12","0","1","1.49","1.63"
