"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","0.96","1.5","1.63"
"LinReg MS","7","0","0.88","1.5","1.63"
"DataSplitting","7","0","0.96","1.5","1.63"
"MultipleDataSplitting","7","0","0.88","1.5","1.63"
"Knockoff","7","0.0740740740740741","1","1.5","1.63"
"BH","7","0","0.96","1.5","1.63"
