"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","11","0","0.92","1.5","1.73"
"LinReg MS","11","0","0.84","1.5","1.73"
"DataSplitting","11","0","0.92","1.5","1.73"
"MultipleDataSplitting","11","0","0.84","1.5","1.73"
"Knockoff","11","0.21875","1","1.5","1.73"
"BH","11","0","0.92","1.5","1.73"
