"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0","1","1.5","1.63"
"LinReg MS","10","0","0.92","1.5","1.63"
"DataSplitting","10","0","1","1.5","1.63"
"MultipleDataSplitting","10","0","0.92","1.5","1.63"
"Knockoff","10","0.107142857142857","1","1.5","1.63"
"BH","10","0","1","1.5","1.63"
