"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","12","0","1","1.51","1.7"
"LinReg MS","12","0","0.92","1.51","1.7"
"DataSplitting","12","0","1","1.51","1.7"
"MultipleDataSplitting","12","0","0.92","1.51","1.7"
"Knockoff","12","0.21875","1","1.51","1.7"
"BH","12","0","1","1.51","1.7"
