"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","11","0","1","1.49","1.66"
"LinReg MS","11","0","0.92","1.49","1.66"
"DataSplitting","11","0","1","1.49","1.66"
"MultipleDataSplitting","11","0","0.92","1.49","1.66"
"Knockoff","11","0.305555555555556","1","1.49","1.66"
"BH","11","0","1","1.49","1.66"
