"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","1","1.51","1.72"
"LinReg MS","7","0","0.92","1.51","1.72"
"DataSplitting","7","0","1","1.51","1.72"
"MultipleDataSplitting","7","0","0.92","1.51","1.72"
"Knockoff","7","0.0740740740740741","1","1.51","1.72"
"BH","7","0","1","1.51","1.72"
