"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","13","0","0.96","1.5","1.69"
"LinReg MS","13","0","0.88","1.5","1.69"
"DataSplitting","13","0","0.96","1.5","1.69"
"MultipleDataSplitting","13","0","0.88","1.5","1.69"
"Knockoff","13","0.0384615384615385","1","1.5","1.69"
"BH","13","0","0.96","1.5","1.69"
