"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","8","0.9","0.96","1.5","1.66"
"LinReg MS","8","0","0.96","1.5","1.66"
"DataSplitting","8","0","1","1.5","1.66"
"MultipleDataSplitting","8","0","0.92","1.5","1.66"
"Knockoff","8","0.166666666666667","1","1.5","1.66"
"BH","8","0","1","1.5","1.66"
