"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","1","1.49","1.61"
"LinReg MS","7","0","0.92","1.49","1.61"
"DataSplitting","7","0","1","1.49","1.61"
"MultipleDataSplitting","7","0","0.92","1.49","1.61"
"Knockoff","7","0.107142857142857","1","1.49","1.61"
"BH","7","0","1","1.49","1.61"
