"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","1","1.49","1.63"
"LinReg MS","7","0","0.92","1.49","1.63"
"DataSplitting","7","0","1","1.49","1.63"
"MultipleDataSplitting","7","0","0.92","1.49","1.63"
"Knockoff","7","0.0384615384615385","1","1.49","1.63"
"BH","7","0","1","1.49","1.63"
