"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0","1","1.52","1.69"
"LinReg MS","10","0","0.96","1.52","1.69"
"DataSplitting","10","0","1","1.52","1.69"
"MultipleDataSplitting","10","0","0.92","1.52","1.69"
"Knockoff","10","0.0384615384615385","1","1.52","1.69"
"BH","10","0","1","1.52","1.69"
