"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","12","0","0.92","1.5","1.68"
"LinReg MS","12","0","0.84","1.5","1.68"
"DataSplitting","12","0","0.92","1.5","1.68"
"MultipleDataSplitting","12","0","0.84","1.5","1.68"
"Knockoff","12","0.0384615384615385","1","1.5","1.68"
"BH","12","0","0.92","1.5","1.68"
