"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","9","0","1","1.5","1.62"
"LinReg MS","9","0","0.92","1.5","1.62"
"DataSplitting","9","0","1","1.5","1.62"
"MultipleDataSplitting","9","0","0.92","1.5","1.62"
"Knockoff","9","0.0740740740740741","1","1.5","1.62"
"BH","9","0","1","1.5","1.62"
