"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","11","0","0.96","1.5","1.72"
"LinReg MS","11","0","0.88","1.5","1.72"
"DataSplitting","11","0","1","1.5","1.72"
"MultipleDataSplitting","11","0","0.88","1.5","1.72"
"Knockoff","11","0.21875","1","1.5","1.72"
"BH","11","0","0.96","1.5","1.72"
