"Method","Delta","FDP","Power"
"Mars DS",8,0,0.92
"Mars MS",8,0,0.84
"DataSplitting",8,0,0
"MultipleDataSplitting",8,0,0
"Knockoff",8,0.888888888888889,0.08
"Benjamini-Hochberg (BH)",8,0,0
