"seed","Method","Delta","FDP","Power"
3,"Boost DS",10,0,1
3,"Boost MS",10,0,0.92
3,"DataSplitting",10,0,1
3,"MultipleDataSplitting",10,0,0.92
3,"Knockoff",10,0.0384615384615385,1
3,"Benjamini–Hochberg (BH)",10,0,1
