"seed","Method","Delta","FDP","Power"
2,"Boost DS",7,0,1
2,"Boost MS",7,0,0.92
2,"DataSplitting",7,0,1
2,"MultipleDataSplitting",7,0,0.92
2,"Knockoff",7,0.193548387096774,1
2,"Benjamini–Hochberg (BH)",7,0,1
