"seed","Method","Delta","FDP","Power"
5,"Boost DS",12,0,0.92
5,"Boost MS",12,0,0.84
5,"DataSplitting",12,0,0.92
5,"MultipleDataSplitting",12,0,0.84
5,"Knockoff",12,0.0384615384615385,1
5,"Benjamini–Hochberg (BH)",12,0,0.92
