"seed","Method","Delta","FDP","Power"
2,"Boost DS",11,0,1
2,"Boost MS",11,0,0.92
2,"DataSplitting",11,0,1
2,"MultipleDataSplitting",11,0,0.92
2,"Knockoff",11,0.0384615384615385,1
2,"Benjamini–Hochberg (BH)",11,0,1
