"seed","Method","Delta","FDP","Power"
2,"Boost DS",10,0,1
2,"Boost MS",10,0,0.92
2,"DataSplitting",10,0,1
2,"MultipleDataSplitting",10,0,0.92
2,"Knockoff",10,0.107142857142857,1
2,"Benjamini–Hochberg (BH)",10,0,1
