"seed","Method","Delta","FDP","Power"
1,"Boost DS",9,0,0.92
1,"Boost MS",9,0,0.84
1,"DataSplitting",9,0,0.92
1,"MultipleDataSplitting",9,0,0.84
1,"Knockoff",9,0.193548387096774,1
1,"Benjamini–Hochberg (BH)",9,0,0.92
