"seed","Method","Delta","FDP","Power"
3,"Boost DS",9,0,1
3,"Boost MS",9,0,0.92
3,"DataSplitting",9,0,1
3,"MultipleDataSplitting",9,0,0.92
3,"Knockoff",9,0.0384615384615385,1
3,"Benjamini–Hochberg (BH)",9,0,1
