"seed","Method","Delta","FDP","Power"
3,"Boost DS",7,0,1
3,"Boost MS",7,0,0.92
3,"DataSplitting",7,0,1
3,"MultipleDataSplitting",7,0,0.92
3,"Knockoff",7,0.0384615384615385,1
3,"Benjamini–Hochberg (BH)",7,0,1
