"seed","Method","Delta","FDP","Power"
4,"Boost DS",11,0,1
4,"Boost MS",11,0,0.92
4,"DataSplitting",11,0,1
4,"MultipleDataSplitting",11,0,0.92
4,"Knockoff",11,0,1
4,"Benjamini–Hochberg (BH)",11,0,1
