"seed","Method","Delta","FDP","Power"
1,"Boost DS",7,0,0.92
1,"Boost MS",7,0,0.84
1,"DataSplitting",7,0,0.92
1,"MultipleDataSplitting",7,0,0.84
1,"Knockoff",7,0.166666666666667,1
1,"Benjamini–Hochberg (BH)",7,0,0.92
