"seed","Method","Delta","FDP","Power"
2,"Boost DS",12,0,1
2,"Boost MS",12,0,0.92
2,"DataSplitting",12,0,1
2,"MultipleDataSplitting",12,0,0.92
2,"Knockoff",12,0,1
2,"Benjamini–Hochberg (BH)",12,0,1
