"seed","Method","Delta","FDP","Power"
5,"Boost DS",8,0,0.92
5,"Boost MS",8,0,0.84
5,"DataSplitting",8,0,0.92
5,"MultipleDataSplitting",8,0,0.84
5,"Knockoff",8,0,1
5,"Benjamini–Hochberg (BH)",8,0,0.92
