"seed","Method","Delta","FDP","Power"
6,"Boost DS",12,0,0.92
6,"Boost MS",12,0,0.84
6,"DataSplitting",12,0,0.92
6,"MultipleDataSplitting",12,0,0.84
6,"Knockoff",12,0,1
6,"Benjamini–Hochberg (BH)",12,0,0.92
