"seed","Method","Delta","FDP","Power"
3,"Boost DS",13,0,1
3,"Boost MS",13,0,0.92
3,"DataSplitting",13,0,1
3,"MultipleDataSplitting",13,0,0.92
3,"Knockoff",13,0.0384615384615385,1
3,"Benjamini–Hochberg (BH)",13,0,1
