"seed","Method","Delta","FDP","Power"
6,"Boost DS",9,0,0.92
6,"Boost MS",9,0,0.84
6,"DataSplitting",9,0,0.92
6,"MultipleDataSplitting",9,0,0.84
6,"Knockoff",9,0.0384615384615385,1
6,"Benjamini–Hochberg (BH)",9,0,0.92
