"seed","Method","Delta","FDP","Power"
4,"Boost DS",12,0,1
4,"Boost MS",12,0,0.92
4,"DataSplitting",12,0,1
4,"MultipleDataSplitting",12,0,0.92
4,"Knockoff",12,0.0384615384615385,1
4,"Benjamini–Hochberg (BH)",12,0,1
