"seed","Method","Delta","FDP","Power"
2,"Boost DS",13,0,1
2,"Boost MS",13,0,0.92
2,"DataSplitting",13,0,1
2,"MultipleDataSplitting",13,0,0.92
2,"Knockoff",13,0,1
2,"Benjamini–Hochberg (BH)",13,0,1
