"seed","Method","Delta","FDP","Power"
4,"Boost DS",9,0,1
4,"Boost MS",9,0,0.92
4,"DataSplitting",9,0,1
4,"MultipleDataSplitting",9,0,0.92
4,"Knockoff",9,0.0384615384615385,1
4,"Benjamini–Hochberg (BH)",9,0,1
