"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","1","0","0","1.24","1.34"
"LinReg MS","1","0","0","1.24","1.34"
"DataSplitting","1","0","0","1.24","1.34"
"MultipleDataSplitting","1","0.166666666666667","0.2","1.24","1.34"
"Knockoff","1","0","0","1.24","1.34"
"BH","1","0","0.08","1.24","1.34"
