"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","1","0","0","1.24","1.35"
"LinReg MS","1","0","0","1.24","1.35"
"DataSplitting","1","0.25","0.36","1.24","1.35"
"MultipleDataSplitting","1","0","0.28","1.24","1.35"
"Knockoff","1","0","0","1.24","1.35"
"BH","1","0","0.04","1.24","1.35"
